"개방시설명",개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자
"영등포구 양평2동주민센터 회의실",양평2동주민센터,프로그램실,"토,일요일",09:00,18:00,00:00,00:00,Y,1,10000,1,5000,20,33,테이블 10+의자 20,방문,,서울특별시 영등포구 선유로47길 30,서울특별시 영등포구 양평동4가 96,서울특별시 영등포구청,양평2동주민센터,02-3457-7433,http://yeyak.seoul.go.kr,37.536501,126.894038,2022-09-30
"영등포구 양평동주민복지회관 다목적회의실",양평동복지관,회의실,일요일,10:00,22:00,09:00,17:00,Y,1,10000,1,,30,120,강의용테이블+의자+화이트보드+빔프로젝트,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S191220145315828919,서울특별시 영등포구 양평동3가 선유서로34길 10 양평동주민복지회관,서울특별시 영등포구 양평동3가 36,서울특별시 영등포구청,양평1동주민센터,02-2670-1198,http://yeyak.seoul.go.kr,37.526829,126.887435,2022-09-30
"영등포구 양평1동주민센터 다목적회의실",양평1동주민센터,회의실,"토,일요일",10:00,22:00,00:00,00:00,Y,1,10000,1,,25,82,강의용테이블+의자+화이트보드+빔프로젝트,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S210416172558392311,서울특별시 영등포구 양평동1가 영등포로11길 12 양평1동주민센터,서울특별시 영등포구 양평동1가 211-1,서울특별시 영등포구청,양평1동주민센터,02-2670-1198,http://yeyak.seoul.go.kr,37.523646,126.8885059,2022-09-30
"영등포구 목화마을활력소 누리방",문래동목화마을활력소,다목적실,"토, 일",10:00,18:00,00:00,00:00,Y,1,10000,1,,30,120,이동형 책상+접이식 의자,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S210413164326419498,서울특별시 영등포구 도림로141가길 16,,서울특별시 영등포구청,문래동주민센터,02-2631-1190,http://yeyak.seoul.go.kr,37.51553153,126.891351,2022-09-30
"영등포구 문래동주민센터 다목적회의실",문래동주민센터,다목적실,"토, 일",10:00,18:00,00:00,00:00,Y,1,10000,1,,40,200,이동형책상+접이식 의자,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S210414105948188377,서울특별시 영등포구 문래로28길 15,,서울특별시 영등포구청,문래동주민센터,02-3457-7336,http://yeyak.seoul.go.kr,37.517111,126.899522,2022-09-30
"영등포구 문래동주민센터 문화교실",문래동주민센터,강의실,"토, 일",10:00,18:00,00:00,00:00,Y,1,10000,1,,15,50,이동형책상+접이식 의자,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S210414100634068758,서울특별시 영등포구 문래로28길 15,,서울특별시 영등포구청,문래동주민센터,02-3457-7336,http://yeyak.seoul.go.kr,37.517111,126.899522,2022-09-30
"영등포구 도림동자치회관 배움마당",도림동자치회관,다목적실,일요일,09:00,22:00,09:00,17:00,Y,1,10000,1,,30,119,책상+의자,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S201224141243608956,서울특별시 영등포구 도신로33길 4,,서울특별시 영등포구청,도림동주민센터,02-2670-1158,http://yeyak.seoul.go.kr,37.509951,126.908024,2022-09-30
"영등포구 도림동주민센터 소모임마당",도림동주민센터,회의실,일요일,09:00,22:00,09:00,17:00,Y,1,10000,1,,10,23,강의용테이블 1+의자 10,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S201224133020574641,서울특별시 영등포구 도영로7길 10,,서울특별시 영등포구청,도림동주민센터,02-2670-1158,http://yeyak.seoul.go.kr,37.509424,126.895976,2022-09-30
"영등포구 도림동주민센터 소통마당",도림동주민센터,강의실,일요일,09:00,22:00,09:00,17:00,Y,1,10000,1,,50,124.3,강의용테이블 14+의자 80+앰프시설 1,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S201224140828388288,서울특별시 영등포구 도영로7길 10,,서울특별시 영등포구청,도림동주민센터,02-2670-1158,http://yeyak.seoul.go.kr,37.509424,126.895976,2022-09-30
"영등포구 당산2동주민센터 5층 프로그램실",당산2동주민센터,강의실,토.일요일,09:00,18:00,00:00,00:00,Y,1,10000,1,,20,60.5,책상+의자,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S210414155126922414,서울특별시 영등포구 당산로 235,,서울특별시 영등포구청,당산2동주민센터,02-2670-1134,http://yeyak.seoul.go.kr,37.53470865,126.902077,2022-09-30
"영등포구 당산2동주민센터 5층 대강당",당산2동주민센터,강당,토.일요일,09:00,18:00,00:00,00:00,Y,1,10000,1,,100,168.4,의자+빔프로젝트+마이크,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S210414151827846358,서울특별시 영등포구 당산로 235,,서울특별시 영등포구청,당산2동주민센터,02-2670-1134,http://yeyak.seoul.go.kr,37.53470865,126.902077,2022-09-30
"영등포구 당산2동주민센터 3층 회의실",당산2동주민센터,회의실,토.일요일,09:00,18:00,00:00,00:00,Y,1,10000,1,,40,72.9,책상+의자+화이트보드+빔프로젝트+마이크,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S210414155811132429,서울특별시 영등포구 당산로 235,,서울특별시 영등포구청,당산2동주민센터,02-2670-1134,http://yeyak.seoul.go.kr,37.53470865,126.902077,2022-09-30
"영등포구 당산1동주민센터 3층 다목적회의실",당산1동주민센터,다목적실,토.일요일,13:00,18:00,00:00,00:00,Y,1,10000,1,,20,56,강의용책상 12+의자 36+화이트보드 1,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S210412162744722951,서울특별시 영등포구 양산로23길 11 당산1동주민자치센터,서울특별시 영등포구 당산동3가 250,서울특별시 영등포구청,당산1동주민센터,02-2670-1117,http://yeyak.seoul.go.kr,37.525121,126.897451,2022-09-30
"영등포구 당산1동주민센터 2층 다목적회의실",당산1동주민센터,다목적실,토.일요일,13:00,18:00,00:00,00:00,Y,1,10000,1,,40,112,강의용책상 15+의자 50+화이트보드 1,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S210412164220161143,서울특별시 영등포구 양산로23길 11 당산1동주민자치센터,서울특별시 영등포구 당산동3가 250,서울특별시 영등포구청,당산1동주민센터,02-2670-1117,http://yeyak.seoul.go.kr,37.525121,126.897451,2022-09-30
"영등포구 여의동주민센터 3층 다목적회의실",여의동주민센터,다목적실,토.일요일,09:00,20:00,00:00,00:00,Y,1,10000,1,,16,43.7,책상+의자,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S210413155232730303,서울특별시 영등포구 여의도동 국제금융로 124 여의동주민센터,서울특별시 영등포구 여의도동 53-22,서울특별시 영등포구청,여의동주민센터,02-2670-1084,http://yeyak.seoul.go.kr,37.517642,126.934614,2022-09-30
"영등포구 여의동주민센터 3층 다목적회의실(2)",여의동주민센터,다목적실,토.일요일,09:00,20:00,00:00,00:00,Y,1,10000,1,,16,75,책상+의자,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S210413160329487689,서울특별시 영등포구 여의도동 국제금융로 124 여의동주민센터,서울특별시 영등포구 여의도동 53-22,서울특별시 영등포구청,여의동주민센터,02-2670-1084,http://yeyak.seoul.go.kr,37.517642,126.934614,2022-09-30
"영등포구 여의동주민센터 4층 다목적회의실",여의동주민센터,다목적실,토.일요일,09:00,20:00,00:00,00:00,Y,1,10000,1,,40,140,빔프로젝트+이동형책상+유선MIC+무선MIC+백보드,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S200220164258217765,서울특별시 영등포구 여의도동 국제금융로 124 여의동주민센터,서울특별시 영등포구 여의도동 53-22,서울특별시 영등포구청,여의동주민센터,02-2670-1084,http://yeyak.seoul.go.kr,37.517642,126.934614,2022-09-30
"영등포구 영등포동자치회관 강의실2",영등포동자치회관,강의실,일요일,09:00,22:00,09:00,18:00,Y,1,10000,1,,30,90,책상+의자,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S201007145533833539,서울특별시 영등포구 국회대로44길 4,서울특별시 영등포구 영등포동7가 59-4,서울특별시 영등포구청,영등포동자치회관,02-2670-1055,http://yeyak.seoul.go.kr,37.525353,126.903622,2022-09-30
"영등포구 영등포동자치회관 강의실1",영등포동자치회관,강의실,일요일,09:00,22:00,09:00,18:00,Y,1,10000,1,,30,90,책상+의자,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S201007145337230105,서울특별시 영등포구 국회대로44길 4,서울특별시 영등포구 영등포동7가 59-4,서울특별시 영등포구청,영등포동자치회관,02-2670-1055,http://yeyak.seoul.go.kr,37.525353,126.903622,2022-09-30
"영등포구 영등포동자치회관 강당",영등포동자치회관,강당,일요일,09:00,22:00,09:00,18:00,Y,1,10000,1,,50,174,접의식 의자,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S201007145039762347,서울특별시 영등포구 국회대로44길 4,서울특별시 영등포구 영등포동7가 59-4,서울특별시 영등포구청,영등포동자치회관,02-2670-1055,http://yeyak.seoul.go.kr,37.525353,126.903622,2022-09-30
"영등포구 영등포동주민센터 다목적회의실",영등포동주민센터,다목적실,토.일요일,09:00,18:00,00:00,00:00,Y,1,10000,1,,30,93,책상+의자,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S201007144339631449,서울특별시 영등포구 영등포로53길 22,서울특별시 영등포구 영등포동2가 222-2,서울특별시 영등포구청,영등포동주민센터,02-2670-1055,http://yeyak.seoul.go.kr,37.520349,126.910681,2022-09-30
"영등포구 영등포본동주민센터 프로그램실",영등포본동주민센터,강의실,일요일,09:00,21:00,09:00,17:00,Y,1,10000,1,,10,13,책상+의자,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S210416094140450206,서울특별시 영등포구 신길로61길 17,서울특별시 영등포구 영등포동 592-70,서울특별시 영등포구청,영등포본동주민센터,02-2670-1026,http://yeyak.seoul.go.kr,37.514633,126.909331,2022-09-30
"영등포구 영등포본동주민센터 강당",영등포본동주민센터,강당,일요일,09:00,21:00,09:00,17:00,Y,1,10000,1,,50,282,책상+의자,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S210417150013633412,서울특별시 영등포구 신길로61길 17,서울특별시 영등포구 영등포동 592-70,서울특별시 영등포구청,영등포본동주민센터,02-2670-1026,http://yeyak.seoul.go.kr,37.514633,126.909331,2022-09-30
"영등포구 영등포본동주민센터 다목적회의실",영등포본동주민센터,다목적실,일요일,09:00,21:00,09:00,17:00,Y,1,10000,1,,30,75,빔프로젝트+유선마이크+이동형책상+의자,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S210417151508998776,서울특별시 영등포구 신길로61길 17,서울특별시 영등포구 영등포동 592-70,서울특별시 영등포구청,영등포본동주민센터,02-2670-1026,http://yeyak.seoul.go.kr,37.514633,126.909331,2022-09-30
"영등포구 대림3동주민센터 다목적회의실",대림3동주민센터,회의실,토.일요일,09:00,21:00,00:00,00:00,Y,1,10000,1,,30,179,칠판+프로젝트+마이크시설+탁자 15개+의자 50개,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S210413174926134857,서울특별시 영등포구 대림로 197,,서울특별시 영등포구청,대림3동주민센터,02-2670-1426,http://yeyak.seoul.go.kr,37.49831352,126.8980344,2022-09-30
"영등포구 대림2동주민센터 주민열린공간",대림2동주민센터,강의실,일요일,09:00,12:00,09:00,12:00,Y,1,10000,1,,8,75,책상+의자,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S141231135332946508,서울특별시 영등포구 대림로23길 25,서울특별시 영등포구 대림동 705,서울특별시 영등포구청,대림2동주민센터,02-2670-1405,http://yeyak.seoul.go.kr,37.49273981,126.898222,2022-09-30
"영등포구 대림2동주민센터 돌봄교실",대림2동주민센터,강의실,일요일,09:00,21:00,09:00,17:00,Y,1,10000,1,,10,40,책상+의자,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S210115143711738675&code=T500&dCode=&sch_order=1&sch_choose_list=&sch_type=&sch_text=EC9881EB93B1ED8FAC&sch_recpt_begin_dt=&sch_recpt_end_dt=&sch_use_begin_dt=&sch_use_end_dt=&sch_reqst_value=,서울특별시 영등포구 대림로23길 25,서울특별시 영등포구 대림동 705,서울특별시 영등포구청,대림2동주민센터,02-2670-1405,http://yeyak.seoul.go.kr,37.49273981,126.898222,2022-09-30
"영등포구 대림2동주민센터 문화교실",대림2동주민센터,강의실,일요일,09:00,21:00,12:00,17:00,Y,1,10000,1,,20,40,강의용 테이블 15개+의자 80개+화이트보드 1개+음향장비 1조,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S210115144614224386&code=T500&dCode=&sch_order=1&sch_choose_list=&sch_type=&sch_text=EC9881EB93B1ED8FAC&sch_recpt_begin_dt=&sch_recpt_end_dt=&sch_use_begin_dt=&sch_use_end_dt=&sch_reqst_value=,서울특별시 영등포구 대림로23길 25,서울특별시 영등포구 대림동 705,서울특별시 영등포구청,대림2동주민센터,02-2670-1405,http://yeyak.seoul.go.kr,37.49273981,126.898222,2022-09-30
"영등포구 대림2동주민센터 다목적회의실",대림2동주민센터,회의실,일요일,10:00,21:00,12:00,17:00,Y,1,10000,1,,30,170,빔 프로젝트 1대+강의용 테이블 15개+의자 80개+화이트보드 1개+음향장비 1조,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S210115141709577656&code=T500&dCode=&sch_order=1&sch_choose_list=&sch_type=&sch_text=EC9881EB93B1ED8FAC&sch_recpt_begin_dt=&sch_recpt_end_dt=&sch_use_begin_dt=&sch_use_end_dt=&sch_reqst_value=,서울특별시 영등포구 대림로23길 25,서울특별시 영등포구 대림동 705,서울특별시 영등포구청,대림2동주민센터,02-2670-1405,http://yeyak.seoul.go.kr,37.49273981,126.898222,2022-09-30
"영등포구 대림1동 주민센터 다목적회의실",대림1동주민센터,다목적실,토.일요일,10:00,18:00,00:00,00:00,Y,1,10000,1,,30,65,빔프로젝트+이동형책상+유선MIC,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S210414091231551104,서울특별시 영등포구 디지털로 441,서울특별시 영등포구 대림동 899-2,서울특별시 영등포구청,대림1동주민센터,02-2670-1392,http://yeyak.seoul.go.kr,37.495462,126.905842,2022-09-30
"영등포구 대림1동 복지관(4층) 체육관",대림1동자치회관,체육관,토.일요일,10:00,18:00,00:00,00:00,Y,1,10000,1,,50,234,강당,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S210414101037044290,서울특별시 영등포구 대림동 디지털로 441 구립대림제1동복지관,서울특별시 영등포구 대림동 899-2,서울특별시 영등포구청,대림1동주민센터,02-2670-1392,http://yeyak.seoul.go.kr,37.49545723,126.905842,2022-09-30
"영등포구 대림1동 복지관(4층) 체육관",대림1동자치회관,큰숲배움터,토.일요일,10:00,18:00,00:00,00:00,Y,1,10000,1,,34,137,빔프로젝트+이동형책상+접이식 의자+마이크시설,인터넷+방문+전화,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S220506155214581747,서울특별시 영등포구 대림동 디지털로 441 구립대림제1동복지관,서울특별시 영등포구 대림동 899-2,서울특별시 영등포구청,대림1동주민센터,02-2670-1392,http://yeyak.seoul.go.kr,37.49545723,126.905842,2022-09-30
