"개방시설명",개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자
"구로5동주민센터 2층 문화강좌실",구로5동주민센터,다목적실,토+일,09:00,18:00,00:00,00:00,N,,,,,20,76,,인터넷,,서울특별시 구로구 구로중앙로28길 66,서울특별시 구로구 구로동 109-4,서울특별시 구로구 구로5동주민센터,,02-2620-7600,,37.50012501,126.8893378,2022-10-28
"가리봉동주민센터 4층 프로그램1실",가리봉동자치회관,강당,토+일,09:00,18:00,00:00,00:00,N,,,,,40,110,,인터넷,,서울특별시 구로구 우마2길 35,서울특별시 구로구 가리봉동 118-11,서울특별시 구로구 가리봉동주민센터,,02-2620-7700,,37.4825341,126.8897181,2022-10-28
"가리봉동주민센터 4층 프로그램2실",가리봉동자치회관,다목적실,토+일,14:00,18:00,00:00,00:00,N,,,,,25,62,,인터넷,,서울특별시 구로구 우마2길 35,서울특별시 구로구 가리봉동 118-11,서울특별시 구로구 가리봉동주민센터,,02-2620-7700,,37.4825341,126.8897181,2022-10-28
"고척1동주민센터 2층 소통카페",고척1동주민센터,다목적실,토+일,09:00,18:00,00:00,00:00,N,,,,,20,50,,인터넷,,서울특별시 구로구 중앙로3길 18-8,서울특별시 구로구 고척동 82-9,서울특별시 구로구 고척1동주민센터,,02-2620-7800,,37.50040448,126.8627884,2022-10-28
"고척1동주민센터 지하 다목적실",고척1동주민센터,기타,토+일,09:00,18:00,00:00,00:00,N,,,,,15,30,,인터넷,,서울특별시 구로구 중앙로3길 18-8,서울특별시 구로구 고척동 82-9,서울특별시 구로구 고척1동주민센터,,02-2620-7800,,37.50040448,126.8627884,2022-10-28
"고척1동주민센터 3층 다기능방",고척1동주민센터,기타,토+일,09:00,18:00,00:00,00:00,N,,,,,20,40,,인터넷,,서울특별시 구로구 중앙로3길 18-8,서울특별시 구로구 고척동 82-9,서울특별시 구로구 고척1동주민센터,,02-2620-7800,,37.50040448,126.8627884,2022-10-28
"고척2동주민센터 3층 주민사랑방",고척2동주민센터,다목적실,토+일,09:00,18:00,00:00,00:00,N,,,,,15,21,,인터넷,,서울특별시 구로구 중앙로15길 22,서울특별시 구로구 고척동 339-2,서울특별시 구로구 고척2동주민센터,,02-2620-7900,,37.506649,126.8586053,2022-10-28
"고척2동주민센터 3층 2다목적실",고척2동주민센터,회의실,토+일,09:00,18:00,00:00,00:00,N,,,,,10,20,,인터넷,,서울특별시 구로구 중앙로15길 22,서울특별시 구로구 고척동 339-2,서울특별시 구로구 고척2동주민센터,,02-2620-7900,,37.506649,126.8586053,2022-10-28
"고척2동주민센터 2층 회의실",고척2동주민센터,기타,토+일,09:00,18:00,00:00,00:00,N,,,,,20,50,,인터넷,,서울특별시 구로구 중앙로15길 22,서울특별시 구로구 고척동 339-2,서울특별시 구로구 개봉1동주민센터,,02-2620-7150,,37.50669208,126.8586053,2022-10-28
"개봉1동1자치회관 2층 주민사랑방",개봉1동1자치회관,다목적실,토+일,09:00,18:00,00:00,00:00,N,,,,,20,66,,인터넷,,서울특별시 구로구 고척로25길 7,서울특별시 구로구 개봉동 416-140,서울특별시 구로구 개봉1동주민센터,,02-2620-7250,,37.50219095,126.847122,2022-10-28
"개봉1동1자치회관 3층 다목적실",개봉1동1자치회관,기타,토+일,15:00,18:00,00:00,00:00,N,,,,,40,180,,인터넷,,서울특별시 구로구 고척로25길 7,서울특별시 구로구 개봉동 416-140,서울특별시 구로구 개봉1동주민센터,,02-2620-7250,,37.50219095,126.8471507,2022-10-28
"개봉3동주민센터 3층 다목적실",개봉3동주민센터,다목적실,토+일,09:00,18:00,00:00,00:00,N,,,,,30,103,,인터넷,,서울특별시 구로구 개봉로1가길 28,서울특별시 구로구 개봉동 360-4,서울특별시 구로구 개봉3동주민센터,,02-2620-7350,,37.485803,126.8538239,2022-10-28
"개봉3동주민센터 지하 다목적실",개봉3동주민센터,다목적실,토+일,09:00,18:00,00:00,00:00,N,,,,,15,40,,인터넷,,서울특별시 구로구 개봉로1가길 28,서울특별시 구로구 개봉동 360-4,서울특별시 구로구 개봉3동주민센터,,02-2620-7350,,37.485803,126.8538239,2022-10-28
"개봉3동주민센터 1층 주민사랑방",개봉3동자치회관,회의실,토+일,09:00,18:00,00:00,00:00,N,,,,,10,15,,인터넷,,서울특별시 구로구 개봉로1가길 28,서울특별시 구로구 개봉동 360-4,서울특별시 구로구 개봉3동주민센터,,02-2620-7350,,37.485803,126.8538239,2022-10-28
"오류1동주민센터 임시청사 지하교육관",오류1동주민센터,회의실,토+일,09:00,18:00,00:00,00:00,N,,,,,45,164,,인터넷,,서울특별시 구로구 경인로27길 7,서울특별시 구로구 오류동 31-138,서울특별시 구로구 오류1동주민센터,,02-2620-7450,,37.49707663,126.845156,2022-10-28
"오류2동주민센터 2층 다기능실",오류2동주민센터,다목적실,토+일,09:00,18:00,00:00,00:00,N,,,,,15,33,,인터넷,,서울특별시 구로구 오류로 45,서울특별시 구로구 오류동 172-76,서울특별시 구로구 오류2동주민센터,,02-2620-7550,,37.48881354,126.8395133,2022-10-28
"오류2동주민센터 3층 다기능실",오류2동주민센터,다목적실,토+일,13:00,18:00,00:00,00:00,N,,,,,25,70,,인터넷,,서울특별시 구로구 오류로 45,서울특별시 구로구 오류동 172-76,서울특별시 구로구 오류2동주민센터,,02-2620-7550,,37.48881354,126.8395133,2022-10-28
"수궁동 지하강의실",수궁동주민센터,다목적실,토+일,09:00,18:00,00:00,00:00,N,,,,,10,20,,인터넷,,서울특별시 구로구 오리로15길 32,서울특별시 구로구 궁동 213-42,서울특별시 구로구 수궁동주민센터,,02-2620-7650,,37.493864,126.8314768,2022-10-28
"수궁동주민센터 2층 다기능교실",수궁동주민센터,다목적실,토+일,13:00,18:00,00:00,00:00,N,,,,,10,16,,인터넷,,서울특별시 구로구 오리로15길 32,서울특별시 구로구 궁동 213-42,서울특별시 구로구 수궁동주민센터,,02-2620-7650,,37.493864,126.8314768,2022-10-28
"수궁동주민센터 3층 다목적실",수궁동주민센터,다목적실,토+일,13:00,18:00,00:00,00:00,N,,,,,20,70,,인터넷,,서울특별시 구로구 오리로15길 32,서울특별시 구로구 궁동 213-42,서울특별시 구로구 수궁동주민센터,,02-2620-7650,,37.4938915,126.8314768,2022-10-28
"주민모임방1",버들마을활력소,다목적실,토+일,10:00,18:00,00:00,00:00,Y,,10000원(구로구민5000원),,,10,27.51,,인터넷,,서울특별시 구로구 오리로 지하 1130,서울특별시 구로구 천왕동 13-56,서울특별시 구로구청,,070-8958-2203,,37.485305,126.8400336,2022-10-28
"주민모임방2",버들마을활력소,다목적실,토+일,10:00,18:00,00:00,00:00,Y,,10000원(구로구민5000원),,,10,30.39,,인터넷,,서울특별시 구로구 오리로 지하 1130,서울특별시 구로구 천왕동 13-56,서울특별시 구로구청,,070-8958-2203,,37.485305,126.8400336,2022-10-28
"주민모임방3",버들마을활력소,다목적실,토+일,10:00,18:00,00:00,00:00,Y,,20000원(구로구민10000원),,,20,44.5,,인터넷,,서울특별시 구로구 오리로 지하 1130,서울특별시 구로구 천왕동 13-56,서울특별시 구로구청,,070-8958-2203,,37.485305,126.8400336,2022-10-28
"프로그램실1",버들마을활력소,강의실,토+일,10:00,18:00,00:00,00:00,Y,,20000원(구로구민10000원),,,20,54,,인터넷,,서울특별시 구로구 오리로 지하 1130,서울특별시 구로구 천왕동 13-56,서울특별시 구로구청,,070-8958-2203,,37.485305,126.8400336,2022-10-28
"프로그램실2",버들마을활력소,강의실,토+일,10:00,18:00,00:00,00:00,Y,,20000원(구로구민10000원),,,20,57.12,,인터넷,,서울특별시 구로구 오리로 지하 1130,서울특별시 구로구 천왕동 13-56,서울특별시 구로구청,,070-8958-2203,,37.485305,126.8400336,2022-10-28
"프로그램실3",버들마을활력소,강의실,토+일,10:00,18:00,00:00,00:00,Y,,20000원(구로구민10000원),,,20,57.96,,인터넷,,서울특별시 구로구 오리로 지하 1130,서울특별시 구로구 천왕동 13-56,서울특별시 구로구청,,070-8958-2203,,37.485305,126.8400336,2022-10-28
"개인연습실",버들마을활력소,다목적실,토+일,10:00,18:00,00:00,00:00,Y,,10000원(구로구민5000원),,,4,17.32,,인터넷,,서울특별시 구로구 오리로 지하 1130,서울특별시 구로구 천왕동 13-56,서울특별시 구로구청,,070-8958-2203,,37.485305,126.8400336,2022-10-28
"동아리연습실",버들마을활력소,다목적실,토+일,10:00,18:00,00:00,00:00,Y,,10000원(구로구민5000원),,,8,26.18,,인터넷,,서울특별시 구로구 오리로 지하 1130,서울특별시 구로구 천왕동 13-56,서울특별시 구로구청,,070-8958-2203,,37.485305,126.8400336,2022-10-28
"강당",버들마을활력소,강당,토+일,10:00,18:00,00:00,00:00,Y,,40000원(구로구민20000원),,,80,149.65,,인터넷,,서울특별시 구로구 오리로 지하 1130,서울특별시 구로구 천왕동 13-56,서울특별시 구로구청,,070-8958-2203,,37.485305,126.8400336,2022-10-28
"프로그램실1",구일마을꿈터,다목적실,토+일,10:00,17:00,00:00,00:00,N,,,,,15,35,,인터넷,,서울특별시 구로구 구일로10길 49,서울특별시 구로구 구로동 685-154,서울특별시 구로구청,,070-4212-0844,,37.4957442,126.8744459,2022-10-28
"프로그램실2",구일마을꿈터,다목적실,토+일,10:00,17:00,00:00,00:00,N,,,,,10,20,,인터넷,,서울특별시 구로구 구일로10길 49,서울특별시 구로구 구로동 685-154,서울특별시 구로구청,,070-4212-0844,,37.4957442,126.8744459,2022-10-28
"오류골사랑방 소모임방",오류골사랑방,기타,토+일,10:00,17:00,00:00,00:00,N,,,,,10,35,,인터넷,,서울특별시 구로구 경인로20가길 38,서울특별시 구로구 오류동 64-28,서울특별시 구로구청,,070-4244-2209,,37.49535812,126.8460358,2022-10-28
