"개방시설명",개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자
"대조동 자치회관 3층 컴퓨터실",대조동 자치회관,기타,휴관중,09:00,18:00,00:00,00:00,Y,2,10000,,,20,49,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 연서로20길 24-3,,서울특별시 은평구청,대조동,02-351-5182,http://yeyak.seoul.go.kr/,37.6141759900,126.9208071000,2021-09-01
"대조동 자치회관 4층 생활체육실",대조동 자치회관,다목적실,휴관중,09:00,18:00,00:00,00:00,Y,2,20000,,,60,133.86,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 연서로20길 24-3,,서울특별시 은평구청,대조동,02-351-5182,http://yeyak.seoul.go.kr/,37.6141759900,126.9208071000,2021-09-01
"응암1동 자치회관 마을소통방(지층)",응암1동 문화의집,주민사랑방,휴관중,09:00,21:00,00:00,00:00,Y,2,10000,,,15,49,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 백련산로 179,,서울특별시 은평구청,응암1동,02-351-5231,http://yeyak.seoul.go.kr/,37.6006967000,126.9267462000,2021-09-01
"응암1동 문화의집 다목적실(3층)",응암1동 문화의집,다목적실,휴관중,09:00,21:00,00:00,00:00,Y,2,20000,,,50,148,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 백련산로 179,,서울특별시 은평구청,응암1동,02-351-5231,http://yeyak.seoul.go.kr/,37.6006967000,126.9267462000,2021-09-01
"응암2동 자치회관 4층 다목적실",응암2동 자치회관,다목적실,휴관중,09:00,21:00,09:00,18:00,Y,2,20000,,,60,121.98,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 백련산로 100,,서울특별시 은평구청,응암2동,02-351-5245,http://yeyak.seoul.go.kr/,37.5945815800,126.9230685000,2021-09-01
"응암2동 자치회관 3층 강좌실",응암2동 자치회관,강의실,휴관중,09:00,21:00,09:00,18:00,Y,2,15000,,,20,67,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 백련산로 100,,서울특별시 은평구청,응암2동,02-351-5245,http://yeyak.seoul.go.kr/,37.5945815800,126.9230685000,2021-09-01
"응암3동 자치회관 2층 문화사랑방(주간)",응암3동 자치회관,강의실,휴관중,09:00,21:00,00:00,00:00,Y,2,10000,,,20,49,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 불광천길 410-17,,서울특별시 은평구청,응암3동,02-351-5274,http://yeyak.seoul.go.kr/,37.5922221100,126.9157378000,2021-09-01
"역촌동 자치회관 제1강좌실(지층)",역촌동 자치회관,강의실,휴관중,09:00,21:00,00:00,00:00,Y,2,15000,,,20,74,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 연서로 59,,서울특별시 은평구청,역촌동,02-351-5304,http://yeyak.seoul.go.kr/,37.6044024100,126.9151009000,2021-09-01
"역촌동 자치회관 제2강좌실(2층)",역촌동 자치회관,강의실,휴관중,09:00,21:00,00:00,00:00,Y,2,20000,,,30,132,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 연서로 59,,서울특별시 은평구청,역촌동,02-351-5304,http://yeyak.seoul.go.kr/,37.6044024100,126.9151009000,2021-09-01
"신사1동 자치회관 4층 강당",신사1동 자치회관,강당,휴관중,09:00,18:00,00:00,00:00,Y,2,15000,,,50,84,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 은평로2길 2,,서울특별시 은평구청,신사1동,02-351-5337,http://yeyak.seoul.go.kr/,37.5977942600,126.9117597000,2021-09-01
"신사1동 자치회관 3층 다목적실",신사1동 자치회관,강당,휴관중,09:00,20:00,00:00,00:00,Y,2,10000,,,50,84,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 은평로2길 2,,서울특별시 은평구청,신사1동,02-351-5337,http://yeyak.seoul.go.kr/,37.5977942600,126.9117597000,2021-09-01
"신사1동 자치회관 3층 동아리방",신사1동 자치회관,기타,휴관중,09:00,18:00,00:00,00:00,Y,2,10000,,,18,37,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 은평로2길 2,,서울특별시 은평구청,신사1동,02-351-5337,http://yeyak.seoul.go.kr/,37.5977942600,126.9117597000,2021-09-01
"신사2동 자치회관 4층 강당",신사2동 자치회관,강당,휴관중,09:00,18:00,00:00,00:00,Y,2,30000,,,90,236,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 증산로15길 47,,서울특별시 은평구청,신사2동,02-351-5365,http://yeyak.seoul.go.kr/,37.5902570800,126.9080583000,2021-09-01
"신사2동 자치회관 3층 2강의실",신사2동 자치회관,강의실,휴관중,09:00,21:00,00:00,00:00,Y,2,25000,,,30,167,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 증산로15길 47,,서울특별시 은평구청,신사2동,02-351-5365,http://yeyak.seoul.go.kr/,37.5902570800,126.9080583000,2021-09-01
"신사2동 자치회관 3층 1강의실",신사2동 자치회관,강의실,휴관중,09:00,21:00,00:00,00:00,Y,2,25000,,,30,167,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 증산로15길 47,,서울특별시 은평구청,신사2동,02-351-5365,http://yeyak.seoul.go.kr/,37.5902570800,126.9080583000,2021-09-01
"증산동 자치회관 2층 전시실 시루뫼 작은 갤러리",증산동 자치회관,기타,휴관중,09:00,18:00,00:00,00:00,Y,2,,,,15,21,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 증산서길 89,,서울특별시 은평구청,증산동,02-351-5395,http://yeyak.seoul.go.kr/,37.5843547700,126.9070273000,2021-09-01
"수색동주민센터 2층 소회의실 시설대관",수색동 자치회관,회의실,휴관중,09:00,20:30,00:00,00:00,Y,2,15000,,,28,66.69,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 수색로 280,,서울특별시 은평구청,수색동,02-351-5424,http://yeyak.seoul.go.kr/,37.5835187300,126.8936727000,2021-09-01
"수색동주민센터 3층 1강의실 시설대관",수색동 자치회관,강의실,휴관중,09:00,20:30,00:00,00:00,Y,2,10000,,,15,19.8,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 수색로 280,,서울특별시 은평구청,수색동,02-351-5424,http://yeyak.seoul.go.kr/,37.5835187300,126.8936727000,2021-09-01
"수색동주민센터 3층 2,3강의실 시설대관",수색동 자치회관,강의실,휴관중,09:00,20:30,00:00,00:00,Y,2,10000,,,60,80.73,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 수색로 280,,서울특별시 은평구청,수색동,02-351-5424,http://yeyak.seoul.go.kr/,37.5835187300,126.8936727000,2021-09-01
"수색동주민센터 3층 GX룸 시설대관",수색동 자치회관,다목적실,휴관중,09:00,20:30,00:00,00:00,Y,2,15000,,,25,73.26,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 수색로 280,,서울특별시 은평구청,수색동,02-351-5424,http://yeyak.seoul.go.kr/,37.5835187300,126.8936727000,2021-09-01
"수색동주민센터 4층 공유주방 시설대관",수색동 자치회관,기타,휴관중,09:00,20:30,00:00,00:00,Y,2,15000,,,16,76.59,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 수색로 280,,서울특별시 은평구청,수색동,02-351-5424,http://yeyak.seoul.go.kr/,37.5835187300,126.8936727000,2021-09-01
"수색동주민센터 4층 다목적 강당 시설대관",수색동 자치회관,강당,휴관중,09:00,20:30,00:00,00:00,Y,2,25000,,,140,169.42,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 수색로 280,,서울특별시 은평구청,수색동,02-351-5424,http://yeyak.seoul.go.kr/,37.5835187300,126.8936727000,2021-09-01
"진관동 자치회관 새싹교실",진관동 자치회관,강의실,휴관중,09:00,21:00,09:00,13:00,Y,2,15000,,,20,51.18,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 진관2로 31,,서울특별시 은평구청,진관동,02-351-5476,http://yeyak.seoul.go.kr/,37.6350058900,126.9209245000,2021-09-01
"진관동 자치회관 솜씨교실",진관동 자치회관,강의실,휴관중,09:00,21:00,09:00,13:00,Y,2,15000,,,20,52,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 진관2로 31,,서울특별시 은평구청,진관동,02-351-5476,http://yeyak.seoul.go.kr/,37.6350058900,126.9209245000,2021-09-01
"진관동 자치회관 어학교실",진관동 자치회관,강의실,휴관중,09:00,20:00,09:00,13:00,Y,2,15000,,,30,15,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 진관2로 31,,서울특별시 은평구청,진관동,02-351-5476,http://yeyak.seoul.go.kr/,37.6350058900,126.9209245000,2021-09-01
"진관동 자치회관 음악교실",진관동 자치회관,강의실,휴관중,09:00,21:00,09:00,13:00,Y,2,15000,,,20,58.25,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 진관2로 31,,서울특별시 은평구청,진관동,02-351-5476,http://yeyak.seoul.go.kr/,37.6350058900,126.9209245000,2021-09-01
"진관동 자치회관 정보화교실",진관동 자치회관,강의실,휴관중,09:00,21:00,09:00,13:00,Y,2,15000,,,22,57.45,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 진관2로 31,,서울특별시 은평구청,진관동,02-351-5476,http://yeyak.seoul.go.kr/,37.6350058900,126.9209245000,2021-09-01
"진관동 자치회관 지혜교실",진관동 자치회관,강의실,휴관중,09:00,21:00,09:00,13:00,Y,2,15000,,,30,54.12,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 진관2로 31,,서울특별시 은평구청,진관동,02-351-5476,http://yeyak.seoul.go.kr/,37.6350058900,126.9209245000,2021-09-01
"진관동 자치회관 기쁨홀",진관동 자치회관,다목적실,휴관중,09:00,21:00,09:00,13:00,Y,2,25000,,,100,174.18,,공공서비스예약관리시스템 혹은 유선 문의,,서울특별시 은평구 진관2로 31,,서울특별시 은평구청,진관동,02-351-5476,http://yeyak.seoul.go.kr/,37.6350058900,126.9209245000,2021-09-01
