"개방시설명",개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자
"관악구 조원동 자치회관 지하2층 다목적실",조원동 주민센터,다목적교실,토+일,09:00,18:00,00:00,00:00,Y,1,6000,,,25,81,책상+의자+빔프로젝터,인터넷+전화+모바일+방문,,서울특별시 관악구 조원로12길 25,,서울특별시 관악구 조원동주민센터,조원동 주민센터,02-879-4564,,37.48256265,126.9077946,2022-12-15
"관악구 미성동 주민센터 2층 회의실",미성동 주민센터,회의실,토+일,09:00,18:00,00:00,00:00,Y,1,6000,,,40,90,책상+의자+방송시설,인터넷+전화+모바일+방문,,서울특별시 관악구 난곡로 249,,서울특별시 관악구 미성동주민센터,미성동 주민센터,02-879-4594,,37.47617489,126.9155534,2022-12-15
"관악구 난곡동 자치회관 2층 음악실",난곡동 주민센터,강의실,토+일,09:00,18:00,00:00,00:00,Y,1,6000,,,12,40,책상+의자,인터넷+전화+모바일+방문,,서울특별시 관악구 난곡로30길 40,,서울특별시 관악구 난곡동주민센터,난곡동 주민센터,02-879-4631,,37.47102171,126.9216411,2022-12-15
"관악구 난곡동 자치회관 3층 취미교실",난곡동 주민센터,강의실,토+일,09:00,18:00,00:00,00:00,Y,1,6000,,,15,48,책상+의자,인터넷+전화+모바일+방문,,서울특별시 관악구 난곡로30길 40,,서울특별시 관악구 난곡동주민센터,난곡동 주민센터,02-879-4631,,37.47102171,126.9216411,2022-12-15
"관악구 난향동 자치회관 4층 소회의실",난향동 주민센터,회의실,토+일,09:00,18:00,00:00,00:00,Y,1,6000,,,20,79,책상+의자,인터넷+전화+모바일+방문,,서울특별시 관악구 난곡로 67,,서울특별시 관악구 난향동주민센터,난향동 주민센터,02-879-4656,,37.46151953,126.9187981,2022-12-15
"관악구 난향동 자치회관 5층 다목적실",난향동 주민센터,다목적실,토+일,09:00,18:00,00:00,00:00,Y,1,6000,,,40,225,책상+의자,인터넷+전화+모바일+방문,,서울특별시 관악구 난곡로 67,,서울특별시 관악구 난향동주민센터,난향동 주민센터,02-879-4656,,37.46151953,126.9187981,2022-12-15
"관악구 서원동 자치회관 3층 동아리방",서원동 주민센터,강의실,토+일,09:00,18:00,00:00,00:00,Y,1,6000,,,10,13,책상+의자,인터넷+전화+방문,,서울특별시 관악구 신림로 282,,서울특별시 관악구 서원동주민센터,서원동 주민센터,02-879-4684,,37.47976755,126.9313731,2022-12-15
"관악구 신원동 주민센터 3층 강의실",신원동 주민센터,강의실,토+일,09:00,18:00,00:00,00:00,Y,1,6000,,,20,52,책상+의자,인터넷+전화+방문,,서울특별시 관악구 신원로3길 13,,서울특별시 관악구 신원동주민센터,신원동 주민센터,02-879-4714,,37.48161061,126.9273809,2022-12-15
"관악구 신원동 주민센터 4층 강당",신원동 주민센터,강당,토+일,09:00,18:00,00:00,00:00,Y,1,6000,,,30,85,책상+의자,인터넷+전화+방문,,서울특별시 관악구 신원로3길 13,,서울특별시 관악구 신원동주민센터,신원동 주민센터,02-879-4714,,37.48161061,126.9273809,2022-12-15
"관악구 서림동 자치회관2층 다목적실",서림동 주민센터,기타,토+일,09:00,18:00,00:00,00:00,Y,1,6000,,,18,59,책상+의자,인터넷+전화+모바일+방문,,서울특별시 관악구 신림로29길 6,,서울특별시 관악구 서림동주민센터,서림동 주민센터,02-879-4750,,37.47499425,126.9349997,2022-12-15
"관악구 삼성동 자치회관 2층 다목적실",삼성동 자치회관,다목적실,토+일,09:00,18:00,00:00,00:00,Y,1,6000,,,15,28,책상+의자+방송시설,인터넷+전화+모바일+방문,,서울특별시 관악구 호암로 520,,서울특별시 관악구 삼성동주민센터,삼성동 주민센터,02-879-4850,,37.46411547,126.931826,2022-12-15
"관악구 대학동 자치회관 2층 회의실",대학동 주민센터,회의실,토+일,09:00,18:00,00:00,00:00,Y,1,6000,,,30,68,책상+의자,전화+방문,,서울특별시 관악구 신림로 111,,서울특별시 관악구 대학동주민센터,대학동 주민센터,02-879-4810,,37.47059478,126.9369569,2022-12-15
