"개방시설명",개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자
"묵1동주민센터 공유사무실",묵1동주민센터,기타,토+일,09:00,18:00,00:00,00:00,Y,2,10000,1,5000,10,67.8,,인터넷,,서울특별시 중랑구 공릉로2가길 5,서울특별시 중랑구 묵동 174-3,서울특별시 중랑구 묵1동주민센터,,02-2094-6415,,37.61241458,127.078464,2022-09-30
"묵1동주민센터 주민사랑방",묵1동주민센터,다목적실,토+일,09:00,18:00,00:00,00:00,Y,2,10000,1,5000,15,51,,인터넷,,서울특별시 중랑구 공릉로2가길 5,서울특별시 중랑구 묵동 174-3,서울특별시 중랑구 묵1동주민센터,,02-2094-6415,,37.61241458,127.078464,2022-09-30
"묵1동주민센터 주민사랑방",묵1동자치회관별관,다목적실,토+일,09:00,18:00,00:00,00:00,Y,2,10000,1,5000,30,109.5,,인터넷,,서울특별시 중랑구 공릉로2가길 5,서울특별시 중랑구 묵동 174-3,서울특별시 중랑구 묵1동주민센터,,02-2094-6415,,37.61241458,127.078464,2022-09-30
"묵1동주민센터 주민사랑방",묵1동자치회관별관,강의교육실,토+일,09:00,18:00,00:00,00:00,Y,2,10000,1,5000,10,35,,인터넷,,서울특별시 중랑구 공릉로2가길 5,서울특별시 중랑구 묵동 174-3,서울특별시 중랑구 묵1동주민센터,,02-2094-6415,,37.61241458,127.078464,2022-09-30
"면목본동주민센터 세미나실",면목본동주민센터,강의실,토+일,13:00,18:00,00:00,00:00,Y,2,10000,1,5000,80,100,,인터넷,,서울특별시 중랑구 면목로 397,서울특별시 중랑구 면목동 115-18,서울특별시 중랑구 면목본동주민센터,,02-2094-6013,,37.58735561,127.0875552,2022-09-30
"면목본동주민센터 교양강좌실",면목본동주민센터,강의실,일(시설 사정에 따라 변경가능),09:00,21:00,09:00,17:00,Y,2,10000,1,5000,20,32,,인터넷,,서울특별시 중랑구 면목로 397,서울특별시 중랑구 면목동 115-18,서울특별시 중랑구 면목본동주민센터,,02-2094-6013,,37.58735561,127.0875552,2022-09-30
"면목본동주민센터 사랑방",면목본동주민센터,강의실,일(시설 사정에 따라 변경가능),09:00,21:00,09:00,17:00,Y,2,10000,1,5000,20,32,,인터넷,,서울특별시 중랑구 면목로 397,서울특별시 중랑구 면목동 115-18,서울특별시 중랑구 면목본동주민센터,,02-2094-6013,,37.58735561,127.0875552,2022-09-30
"면목본동주민센터 문화교실",면목본동주민센터,강의실,토+일(시설 사정에 따라 변경가능),17:00,18:00,00:00,00:00,Y,2,10000,1,5000,80,41,,인터넷,,서울특별시 중랑구 면목로 397,서울특별시 중랑구 면목동 115-18,서울특별시 중랑구 면목본동주민센터,,02-2094-6013,,37.58735561,127.0875552,2022-09-30
"면목7동주민센터 다목적실",면목7동주민센터,다목적실,일(시설 사정에 따라 변경가능),18:00,21:00,09:00,17:00,Y,2,10000,1,5000,15,40,,인터넷,,서울특별시 중랑구 면목로 298,서울특별시 중랑구 면목동 626-11,서울특별시 중랑구 면목7동주민센터,,02-2094-6225,,37.57901366,127.086951,2022-09-30
"면목5동주민센터 자치회관 대강당",면목5동주민센터,강당,일(시설 사정에 따라 변경가능),00:00,00:00,11:00,17:00,Y,2,10000,1,5000,50,147.15,,인터넷,,서울특별시 중랑구 동일로 619,서울특별시 중랑구 면목동 175-18,서울특별시 중랑구 면목5동주민센터,,02-2094-6173,,37.585745,127.079482,2022-09-30
"면목5동주민센터 이룸카페",면목5동주민센터,기타,일(시설 사정에 따라 변경가능),09:00,21:00,09:00,17:00,Y,2,10000,1,5000,10,13.5,,인터넷,,서울특별시 중랑구 동일로 619,서울특별시 중랑구 면목동 175-18,서울특별시 중랑구 면목5동주민센터,,02-2094-6173,,37.585745,127.079482,2022-09-30
"면목5동주민센터 창작교실",면목5동주민센터,기타,일(시설 사정에 따라 변경가능),09:00,21:00,09:00,17:00,Y,2,10000,1,5000,20,34.5,,인터넷,,서울특별시 중랑구 동일로 619,서울특별시 중랑구 면목동 175-18,서울특별시 중랑구 면목5동주민센터,,02-2094-6173,,37.585745,127.079482,2022-09-30
"면목5동주민센터 주민사랑방",면목5동주민센터,다목적실,토+일,09:00,21:00,00:00,00:00,Y,3,10000,1,5000,30,147,,인터넷,,서울특별시 중랑구 동일로 619,서울특별시 중랑구 면목동 175-18,서울특별시 중랑구 면목5동주민센터,,02-2094-6173,,37.585745,127.079482,2022-09-30
"면목4동주민센터 회의실",면목4동주민센터,다목적실,일(시설 사정에 따라 변경가능),09:00,21:00,10:00,18:00,Y,2,10000,1,5000,30,80,,인터넷,,서울특별시 중랑구 면목로 246,서울특별시 중랑구 면목동 378-9,서울특별시 중랑구 면목4동주민센터,,02-2094-6133,,37.57470151,127.0856085,2022-09-30
"면목4동주민센터 자치카페",면목4동주민센터,다목적실,일(시설 사정에 따라 변경가능),09:00,17:00,10:00,18:00,N,2,10000,1,5000,10,60,,인터넷,,서울특별시 중랑구 면목로 246,서울특별시 중랑구 면목동 378-9,서울특별시 중랑구 면목4동주민센터,,02-2094-6133,,37.57470151,127.0856085,2022-09-30
"면목4동주민센터 바리스타 실습실",면목4동주민센터,다목적실,일(시설 사정에 따라 변경가능),09:00,17:00,10:00,18:00,N,1,5000,1,5000,4,60,,인터넷,,서울특별시 중랑구 면목로 246,서울특별시 중랑구 면목동 378-9,서울특별시 중랑구 면목4동주민센터,,02-2094-6133,,37.57470151,127.0856085,2022-09-30
"면목3·8동주민센터 회의실",면목3·8동주민센터,회의실,일(시설 사정에 따라 변경가능),09:00,21:00,10:00,18:00,Y,1,5000,3,6000,50,150,,인터넷,,서울특별시 중랑구 사가정로 51길 48,서울특별시 중랑구 면목동 498-6,서울특별시 중랑구 면목3·8동주민센터,,02-2094-6111,,37.5829203,127.088056,2022-09-30
"면목3·8동주민센터 다목적실",면목3·8동주민센터,다목적실,일(시설 사정에 따라 변경가능),18:00,21:00,10:00,18:00,Y,1,5000,3,6000,30,123,,인터넷,,서울특별시 중랑구 사가정로 51길 48,서울특별시 중랑구 면목동 498-6,서울특별시 중랑구 면목3·8동주민센터,,02-2094-6111,,37.5829203,127.088056,2022-09-30
"면목2동주민센터 2층 한울실",면목2동주민센터,다목적실,일(시설 사정에 따라 변경가능),09:00,21:00,09:00,17:00,Y,2,10000,1,5000,15,35,,인터넷,,서울특별시 중랑구 동일로 101길 20,서울특별시 중랑구 면목동 180-8,서울특별시 중랑구 면목2동주민센터,,02-2094-6053,,37.5891124,127.0788106,2022-09-30
"면목2동주민센터 2층 새늘실",면목2동주민센터,다목적실,일(시설 사정에 따라 변경가능),09:00,21:00,09:00,17:00,Y,2,10000,1,5000,20,52,,인터넷,,서울특별시 중랑구 동일로 101길 20,서울특별시 중랑구 면목동 180-8,서울특별시 중랑구 면목2동주민센터,,02-2094-6053,,37.5891124,127.0788106,2022-09-30
"면목2동주민센터 3층 관람실",면목2동주민센터,다목적실,토+일,10:00,21:00,00:00,00:00,Y,2,10000,1,5000,38,95,,인터넷,,서울특별시 중랑구 동일로 101길 20,서울특별시 중랑구 면목동 180-8,서울특별시 중랑구 면목2동주민센터,,02-2094-6053,,37.5891124,127.0788106,2022-09-30
"면목2동주민센터 3층 사랑방",면목2동주민센터,다목적실,토+일,10:00,21:00,00:00,00:00,Y,2,10000,1,5000,16,40,,인터넷,,서울특별시 중랑구 동일로 101길 20,서울특별시 중랑구 면목동 180-8,서울특별시 중랑구 면목2동주민센터,,02-2094-6053,,37.5891124,127.0788106,2022-09-30
"망우본동주민센터 다목적실",망우본동주민센터,다목적실,일(시설 사정에 따라 변경가능),09:00,21:00,09:00,17:00,Y,1,10000,1,10000,35,160.59,,인터넷,,서울특별시 중랑구 망우로 67길 10,서울특별시 중랑구 망우동 340-17,서울특별시 중랑구 망우본동주민센터,,02-2094-6499,,37.60056074,127.1014872,2022-09-30
"망우본동주민센터 교양강좌실",망우본동주민센터,강의실,일(시설 사정에 따라 변경가능),09:00,21:00,09:00,17:00,Y,1,5000,1,5000,45,67.76,,인터넷,,서울특별시 중랑구 망우로 67길 10,서울특별시 중랑구 망우동 340-17,서울특별시 중랑구 망우본동주민센터,,02-2094-6499,,37.60056074,127.1014872,2022-09-30
"망우본동주민센터 지하 문화강좌실",망우본동주민센터,강의실,일(시설 사정에 따라 변경가능),09:00,21:00,09:00,17:00,Y,1,5000,1,5000,20,106.22,,인터넷,,서울특별시 중랑구 망우로 67길 10,서울특별시 중랑구 망우동 340-17,서울특별시 중랑구 망우본동주민센터,,02-2094-6499,,37.60056074,127.1014872,2022-09-30
"망우본동주민센터 지하  생활체육실",망우본동주민센터,강의실,일(시설 사정에 따라 변경가능),09:00,21:00,09:00,17:00,Y,1,5000,1,5000,25,108.87,,인터넷,,서울특별시 중랑구 망우로 67길 10,서울특별시 중랑구 망우동 340-17,서울특별시 중랑구 망우본동주민센터,,02-2094-6499,,37.60056074,127.1014872,2022-09-30
"망우3동주민센터 대강당",망우3동주민센터,다목적실,토+일,09:00,21:00,00:00,00:00,Y,2,10000,1,5000,35,139.51,,인터넷,,서울특별시 중랑구 겸재로61길 75,서울특별시 중랑구 망우동 529-2,서울특별시 중랑구 망우3동주민센터,,02-2094-6533,,37.59354878,127.0944279,2022-09-30
"망우3동주민센터 프로그램실",망우3동주민센터,회의실,토+일,09:00,18:00,00:00,00:00,Y,2,5000,1,5000,20,58,,인터넷,,서울특별시 중랑구 겸재로61길 75,서울특별시 중랑구 망우동 529-2,서울특별시 중랑구 망우3동주민센터,,02-2094-6533,,37.59354878,127.0944279,2022-09-30
