"개방시설명",개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자
"다목적실",도봉2동주민센터,강의실,법정공휴일,09:00,21:00,10:00,18:00,Y,2,"10,000원",1,5000,50,135,"책상, 의자, 빔프로젝트, 마이크","인터넷, 전화, 방문신청",,서울특별시 도봉구 마들로 668,,서울특별시 도봉구청,도봉2동주민센터,02-2091-5834,http://dong.dobong.go.kr/dobong2/,37.6696229,127.0465415,2019-06-28
"실내체육관",도봉구청,기타,법정공휴일,09:00,21:00,09:00,18:00,Y,2,"평일 44,000원 / 주말 57,200원",1,30000,100,684.6,"농구대, 배구대, 탁구대, 배드민턴",전화접수,,서울특별시 도봉구 마들로656,,서울특별시 도봉구청,행정지원과,02-2091-5491,http://www.dobongsiseol.or.kr,37.6686287,127.0470496,2019-06-28
"행복누리",창동종합사회복지관,다목적실,법정공휴일,10:00,20:00,00:00,00:00,Y,3,"5,000원",1,1500,12,23,"칠판, 책상, 의자, 빔프로젝터","전화, 방문접수",,서울특별시 도봉구 덕릉로 329,,서울특별시 도봉구청,복지정책과,02-993-3222,http://changdong21.or.kr/,37.6448368,127.0454579,2019-06-28
"행복한이야기",창동역 북카페 (행복한이야기),기타,일요일,10:00,22:00,10:00,22:00,Y,1,"반실 20,000원/전실 40,000원",0.5,5000,20,51.85,"테이블, 의자, 화이트보드, 롤스크린",방문접수,,서울특별시 도봉구 창동역 1번출구,,서울특별시 도봉구청,마을공동체과,02-954-7145,http://cafe.daum.net/happystorycd,37.653362,127.0486557,2019-06-28
"가족카페 너른마루",창동역 가족카페 (너른마루),기타,법정공휴일,10:00,22:00,10:00,22:00,Y,,협의후 결정,0,0,25,85,"책상, 의자","전화, 방문접수",,서울특별시 도봉구 창동역 2번출구,,서울특별시 도봉구청,마을공동체과,02-904-5682,http://blog.naver.com/nolbubob,37.6528866,127.0465159,2019-06-28
"대강당",도봉구민회관,강당,"1,3주 일요일 및 법정공휴일",09:00,22:00,09:00,22:00,Y,3,"90,000원",0.5,18000,600,1171.11,"무대시설, 음향, 의자",전화접수,,서울특별시 도봉구 도봉로 552,,서울특별시 도봉구청,행정지원과,02-901-5160,http://www.dobongsiseol.or.kr/sub05/sub05_b_01.html,37.6540005,127.0386044,2019-06-28
"소공연장",도봉구민회관,기타,"1,3주 일요일 및 법정공휴일",09:00,22:00,09:00,22:00,Y,3,"60,000원",0.5,12000,190,570.35,"무대시설, 의자",전화접수,,서울특별시 도봉구 도봉로 552,,서울특별시 도봉구청,행정지원과,02-901-5160,http://www.dobongsiseol.or.kr/sub05/sub05_b_01.html,37.6540005,127.0386044,2019-06-28
"강당",방학2동주민센터,강당,법정공휴일,09:00,21:00,10:00,18:00,Y,2,"10,000원",1,5000,50,200,"책상, 의자","인터넷, 전화, 방문접수",,서울특별시 도봉구 시루봉로 226,,서울특별시 도봉구청,방학2동주민센터,02-2091-5629,http://dong.dobong.go.kr/panghak2,37.668177,127.0350425,2019-06-28
"대강당(지하1층)",쌍문4동주민센터,강당,법정공휴일,09:00,21:00,10:00,18:00,Y,2,"25,000원",1,12500,100,175,"책상, 의자","인터넷, 전화, 방문접수",,서울특별시 도봉구 시루봉로 62-7,,서울특별시 도봉구청,쌍문4동주민센터,02-2091-5586,http://dong.dobong.go.kr/ssangmun4,37.6564188,127.0283688,2019-06-28
3층 회의실,쌍문4동주민센터,회의실,법정공휴일,09:00,21:00,10:00,18:00,Y,2,"25,000원",1,12500,20,66,"책상, 의자","인터넷, 전화, 방문접수",,서울특별시 도봉구 시루봉로 62-7,,서울특별시 도봉구청,쌍문4동주민센터,02-2091-5586,http://dong.dobong.go.kr/ssangmun4,37.6564188,127.0283688,2019-06-28
2층 회의실,방학1동주민센터,회의실,법정공휴일,09:00,21:00,09:00,17:00,Y,2,"25,000원",1,12500,25,85.72,"책상, 의자","인터넷, 전화, 방문접수",,서울특별시 도봉구 방학로2길 27,,서울특별시 도봉구청,방학1동주민센터,02-2091-5604,http://dong.dobong.go.kr/panghak1,37.6641869,127.0406367,2019-06-28
"강당",방학1동주민센터,강당,법정공휴일,09:00,21:00,09:00,17:00,Y,2,"25,000원",1,12500,30,169.58,"책상, 의자","인터넷, 전화, 방문접수",,서울특별시 도봉구 방학로2길 27,,서울특별시 도봉구청,방학1동주민센터,02-2091-5604,http://dong.dobong.go.kr/panghak1,37.6641869,127.0406367,2019-06-28
"마을아뜰리에 뜻아트",방학1동주민센터,기타,법정공휴일,16:00,21:00,00:00,00:00,Y,2,"15,000원",1,7500,15,50,"책상, 의자",전화접수,,서울특별시 도봉구 방학로6길20-9,,서울특별시 도봉구청,방학1동주민센터,02-2091-5604,http://dong.dobong.go.kr/panghak1,37.6642708,127.0374371,2019-06-28
2층 교양강좌실,방학2동주민센터,강의실,법정공휴일,09:00,21:00,10:00,18:00,Y,2,"5,000원",1,2500,20,63,"책상, 의자","인터넷, 전화, 방문접수",,서울특별시 도봉구 시루봉로 226,,서울특별시 도봉구청,방학2동주민센터,02-2091-5629,http://dong.dobong.go.kr/panghak2,37.668177,127.0350425,2019-06-28
"강의실",방학3동주민센터,강당,법정공휴일,09:00,21:00,10:00,18:00,Y,2,"15,000원",1,7500,50,144,"책상, 의자, 방송시설","전화, 방문접수",,서울특별시 도봉구 시루봉로 94,,서울특별시 도봉구청,방학3동주민센터,02-2091-5669,http://dong.dobong.go.kr/panghak3,37.6591413,127.0279921,2019-06-28
"지하1층  문화교실",방학3동주민센터,다목적실,법정공휴일,09:00,21:00,10:00,18:00,Y,2,"8,000원",1,4000,15,64,의자,"전화, 방문접수",,서울특별시 도봉구 시루봉로 94,,서울특별시 도봉구청,방학3동주민센터,02-2091-5669,http://dong.dobong.go.kr/panghak3,37.6591413,127.0279921,2019-06-28
2층 회의실,창1동주민센터,회의실,법정공휴일,09:00,21:00,09:00,17:00,Y,2,"10,000원",1,5000,15,37,"책상, 의자, 빔프로젝트","인터넷, 전화, 방문접수",,서울특별시 도봉구 해등로4길 3,,서울특별시 도봉구청,창1동주민센터,02-2091-5678,http://dong.dobong.go.kr/changdong1,37.6485286,127.0440451,2019-06-28
"대강강",창2동주민센터,강당,법정공휴일,09:00,21:00,09:00,17:00,Y,2,"20,000원",1,10000,300,726,"의자, 빔프로젝트","인터넷, 전화, 방문접수",,서울특별시 도봉구 덕릉로59길 73-3,,서울특별시 도봉구청,창2동주민센터,02-2091-5704,http://dong.dobong.go.kr/changdong2,37.6413898,127.0356396,2019-06-28
"강의실1",도봉문화정보도서관,강의실,매주 화요일/법정공휴일,09:00,18:00,09:00,17:00,Y,3,"30,000원",,,30,62,"책상, 의자","인터넷, 전화접수",,서울특별시 도봉구 덕릉로 315,,서울특별시 도봉구청,문화체육과,02-900-1835,http://dobonglib.seoul.kr,37.6445808,127.0438827,2019-06-28
"강의실2",도봉문화정보도서관,강의실,매주 화요일/법정공휴일,09:00,18:00,09:00,17:00,Y,3,"30,000원",,,40,64.84,"책상, 의자","인터넷, 전화접수",,서울특별시 도봉구 덕릉로 315,,서울특별시 도봉구청,문화체육과,02-900-1835,http://dobonglib.seoul.kr,37.6445808,127.0438827,2019-06-28
"대강의실",도봉문화정보도서관,강의실,매주화요일/법정공휴일,09:00,18:00,09:00,17:00,Y,3,"50,000원",,,60,119,"책상, 의자 등","인터넷, 전화접수",,서울특별시 도봉구 덕릉로 315,,서울특별시 도봉구청,문화체육과,02-900-1835,http://dobonglib.seoul.kr,37.6445808,127.0438827,2019-06-28
"회의실",도봉구민회관,회의실,"1,3주 일요일 및 법정공휴일",09:00,22:00,09:00,22:00,Y,3,"30,000원",0.5,6000,150,311.38,"책상, 의자, 마이크시설",전화접수,,서울특별시 도봉구 도봉로 552,,서울특별시 도봉구청,행정지원과,02-901-5160,http://www.dobongsiseol.or.kr/sub05/sub05_b_01.html,37.6540005,127.0386044,2019-06-28
"다목적실",방아골종합사회복지관,다목적실,법정공휴일,10:00,19:00,10:00,18:00,Y,2,0,0,0,20,94,"거울, 마루","전화, 방문접수",,서울특별시 도봉구 시루봉로17길 42,,서울특별시 도봉구청,복지정책과,02-3491-0500,http://www.bangahgol.or.kr/,37.6692804,127.032581,2019-06-28
"청소년휴카페 아토(카페)",방아골종합사회복지관,기타,법정공휴일,10:00,19:00,10:00,18:00,Y,2,0,0,0,15,57,회의용테이블,"전화, 방문접수",,서울특별시 도봉구 시루봉로17길 42,,서울특별시 도봉구청,복지정책과,02-3491-0500,http://www.bangahgol.or.kr/,37.6692804,127.032581,2019-06-28
"청소년휴카페 아토(공연장)",방아골종합사회복지관,기타,법정공휴일,10:00,19:00,10:00,18:00,Y,2,0,0,0,30,102,"프로젝터, 피아노, 무대","전화, 방문접수",,서울특별시 도봉구 시루봉로17길 42,,서울특별시 도봉구청,복지정책과,02-3491-0500,http://www.bangahgol.or.kr/,37.6692804,127.032581,2019-06-28
"회의실",방아골종합사회복지관,회의실,법정공휴일,10:00,19:00,10:00,18:00,Y,2,0,0,0,12,40,회의용테이블,"전화, 방문접수",,서울특별시 도봉구 시루봉로17길 42,,서울특별시 도봉구청,복지정책과,02-3491-0500,http://www.bangahgol.or.kr/,37.6692804,127.032581,2019-06-28
"강당",방아골종합사회복지관,강당,법정공휴일,10:00,20:00,10:00,18:00,Y,2,0,0,0,70,115,"빔프로젝터, 마이크, 책상 의자","전화, 방문접수",,서울특별시 도봉구 시루봉로17길 42,,서울특별시 도봉구청,복지정책과,02-3491-0500,http://www.bangahgol.or.kr/,37.6692804,127.032581,2019-06-28
"반딧불이",방아골종합사회복지관,회의실,법정공휴일,10:00,19:00,10:00,18:00,Y,2,0,0,0,10,35,"좌식테이블, 프로젝터","전화, 방문접수",,서울특별시 도봉구 시루봉로17길 42,,서울특별시 도봉구청,복지정책과,02-3491-0500,http://www.bangahgol.or.kr/,37.6692804,127.032581,2019-06-28
"아이사랑방",방아골종합사회복지관,회의실,법정공휴일,10:00,19:00,10:00,18:00,Y,2,0,0,0,12,58,"좌식테이블, 프로젝터","전화, 방문접수",,서울특별시 도봉구 시루봉로17길 42,,서울특별시 도봉구청,복지정책과,02-3491-0500,http://www.bangahgol.or.kr/,37.6692804,127.032581,2019-06-28
"은행나루 채움",방학3동주민센터,회의실,법정공휴일,09:00,21:00,10:00,18:00,Y,2,"10,000원",1,5000,30,46.2,"책상, 의자","전화, 방문접수",,서울특별시 도봉구 시루봉로 94,,서울특별시 도봉구청,방학3동주민센터,02-2091-5669,http://dong.dobong.go.kr/panghak3,37.6591413,127.0279921,2019-06-28
"회의실",쌍문2동주민센터,회의실,법정공휴일,09:00,21:00,09:00,17:00,Y,2,"20,000원",1,10000,20,45.56,"책상, 의자","인터넷, 전화, 방문접수",,서울특별시 도봉구 방학로3길 117,,서울특별시 도봉구청,쌍문2동주민센터,02-2091-5528,http://dong.dobong.go.kr/ssangmun2,37.6580211,127.0387508,2019-06-28
"희망누리",창동종합사회복지관,다목적실,법정공휴일,10:00,22:00,00:00,00:00,Y,3,"5,000원",1,1500,12,20,"칠판, 책상, 의자, 빔프로젝터","전화, 방문접수",,서울특별시 도봉구 덕릉로 329,,서울특별시 도봉구청,복지정책과,02-993-3222,http://changdong21.or.kr/,37.6448368,127.0454579,2019-06-28
"강당",창동종합사회복지관,강당,법정공휴일,10:00,20:00,00:00,00:00,Y,3,"25,000원",1,8000,80,80,"칠판, 책상, 의자, 빔프로젝터","전화, 방문접수",,서울특별시 도봉구 덕릉로 329,,서울특별시 도봉구청,복지정책과,02-993-3222,http://changdong21.or.kr/,37.6448368,127.0454579,2019-06-28
"주민사랑방",쌍문4동주민센터,강당,법정공휴일,09:00,21:00,10:00,18:00,Y,0,0,0,0,10,6.6,"책상, 의자","인터넷, 전화, 방문접수",,서울특별시 도봉구 시루봉로 62-7,,서울특별시 도봉구청,쌍문4동주민센터,02-2091-5586,http://dong.dobong.go.kr/ssangmun4,37.6564188,127.0283688,2019-06-28
"강당",쌍문3동주민센터,강당,법정공휴일,09:00,21:00,10:00,18:00,Y,2,"25,000원",1,12500,50,100,"유선마이크, 앰프시설, 프로젝트 빔","인터넷, 전화, 방문접수",,서울특별시 도봉구 노해로44길 9,,서울특별시 도봉구청,쌍문3동주민센터,02-2091-5554,http://dong.dobong.go.kr/ssangmun3,37.6489437,127.0279086,2019-06-28
"도봉구 화음 카페",도봉구 여성건강카페 화음,회의실,법정공휴일,09:00,18:00,00:00,00:00,Y,1,1인 1음료,,,15,13.22,"책상, 의자","전화, 방문접수",,서울특별시 도봉구 마들로 656,,서울특별시 도봉구청,여성가족과,070-4251-4264,,37.6686287,127.0470496,2019-06-28
3층 대강당,쌍문1동주민센터,강당,법정공휴일,09:00,21:00,10:00,18:00,Y,1,"5,000원",1,2500,50,224.64,"마이크, 책상, 무대, 의자","인터넷, 전화, 방문접수",,서울특별시 도봉구 노해로 147,,서울특별시 도봉구청,쌍문1동주민센터,02-2091-5504,http://dong.dobong.go.kr/ssangmun1,37.6479992,127.0260364,2019-06-28
"다목적강좌실",쌍문2동주민센터,다목적실,법정공휴일,09:00,21:00,09:00,17:00,Y,2,"20,000원",1,10000,100,180.95,"책상, 의자","인터넷, 전화, 방문접수",,서울특별시 도봉구 방학로3길 117,,서울특별시 도봉구청,쌍문2동주민센터,02-2091-5528,http://dong.dobong.go.kr/ssangmun2,37.6580211,127.0387508,2019-06-28
2층 회의실,쌍문3동주민센터,회의실,법정공휴일,09:00,21:00,10:00,18:00,Y,2,"25,000원",1,12500,30,50,"유선마이크, 프로젝트 빔","인터넷, 전화, 방문접수",,서울특별시 도봉구 노해로44길 9,,서울특별시 도봉구청,쌍문3동주민센터,02-2091-5554,http://dong.dobong.go.kr/ssangmun3,37.6489437,127.0279086,2019-06-28
2층 회의실,쌍문1동주민센터,회의실,법정공휴일,09:00,21:00,10:00,18:00,Y,1,"5,000원",1,2500,30,90.72,"책상, 의자","인터넷, 전화, 방문접수",,서울특별시 도봉구 노해로 147,,서울특별시 도봉구청,쌍문1동주민센터,02-2091-5504,http://dong.dobong.go.kr/ssangmun1,37.6479992,127.0260364,2019-06-28
